league,team,player,matches,assists,xAG,minutes,position,assists_minus_xag,assists_minus_xag_90
ENG-Premier League,Brighton,Pervis Estupiñán,84,9,11.0,6320,DF,-2.0,-0.028481012658227847
ENG-Premier League,Brighton,Robert Sánchez,87,0,0.4,7829,GK,-0.4,-0.0045982884148678
ENG-Premier League,Brighton,Shane Duffy,109,2,1.8,9053,DF,0.19999999999999996,0.0019882911741963987
ENG-Premier League,Brighton,Simon Adingra,60,3,6.2,3319,FW,-3.2,-0.08677312443507082
ENG-Premier League,Brighton,Solly March,190,18,20.1,12312,"MF,FW",-2.1000000000000014,-0.015350877192982467
ENG-Premier League,Brighton,Steven Alzate,43,0,1.5,2488,"MF,DF",-1.5,-0.05426045016077171
ENG-Premier League,Brighton,Tariq Lamptey,103,9,6.6,5262,DF,2.4000000000000004,0.04104903078677309
ENG-Premier League,Brighton,Tomer Hemed,16,2,0.1,849,FW,1.9,0.20141342756183747
ENG-Premier League,Brighton,Yankuba Minteh,32,4,5.0,1838,"FW,MF",-1.0,-0.04896626768226333
ENG-Premier League,Brighton,Yasin Ayari,37,1,2.4,2032,MF,-1.4,-0.06200787401574803
ENG-Premier League,Brighton,Yves Bissouma,112,2,2.9000000000000004,8255,MF,-0.9000000000000004,-0.009812235009085407
ENG-Premier League,Burnley,Aaron Lennon,74,3,2.1,4380,MF,0.8999999999999999,0.018493150684931507
ENG-Premier League,Burnley,Aaron Ramsey,14,0,0.4,527,"MF,FW",-0.4,-0.0683111954459203
ENG-Premier League,Burnley,Ameen Al-Dakhil,13,0,0.1,1056,DF,-0.1,-0.008522727272727272
ENG-Premier League,Burnley,Arijanet Muric,10,0,0.2,900,GK,-0.2,-0.02
ENG-Premier League,Burnley,Ashley Barnes,137,2,6.9,8044,FW,-4.9,-0.05482347090999503
ENG-Premier League,Burnley,Ashley Westwood,153,20,22.9,12782,MF,-2.8999999999999986,-0.02041933969644812
ENG-Premier League,Burnley,Ben Mee,150,3,4.5,13442,DF,-1.5,-0.010043148341020682
ENG-Premier League,Burnley,Charlie Taylor,161,7,9.0,13626,DF,-2.0,-0.01321003963011889
ENG-Premier League,Burnley,Chris Wood,144,7,8.6,10757,FW,-1.5999999999999996,-0.013386631960583803
ENG-Premier League,Burnley,Connor Roberts,35,2,1.4,2515,DF,0.6000000000000001,0.021471172962226642
ENG-Premier League,Burnley,Dara O'Shea,33,4,2.0,2892,DF,2.0,0.06224066390041494
ENG-Premier League,Burnley,David Datro Fofana,15,1,1.8,879,FW,-0.8,-0.08191126279863482
ENG-Premier League,Burnley,Dwight McNeil,133,17,21.9,11105,MF,-4.899999999999999,-0.039711841512832045
ENG-Premier League,Burnley,Erik Pieters,56,6,3.9,3874,"DF,MF",2.1,0.04878678368611255
ENG-Premier League,Burnley,Hannes Delcroix,12,0,0.2,589,DF,-0.2,-0.030560271646859084
ENG-Premier League,Burnley,Jack Cork,145,3,5.300000000000001,12392,MF,-2.3000000000000007,-0.016704325371207238
ENG-Premier League,Burnley,Jacob Bruun Larsen,32,0,1.5,1249,"MF,FW",-1.5,-0.10808646917534026
ENG-Premier League,Burnley,James Tarkowski,175,5,5.9,15642,DF,-0.9000000000000004,-0.005178365937859611
ENG-Premier League,Burnley,Jay Rodriguez,117,6,4.0,5485,FW,2.0,0.032816773017319965
ENG-Premier League,Burnley,Jeff Hendrick,90,4,5.1000000000000005,6325,"FW,MF",-1.1000000000000005,-0.015652173913043486
ENG-Premier League,Burnley,Joe Hart,19,0,0.1,1710,GK,-0.1,-0.005263157894736842
ENG-Premier League,Burnley,Jordan Beyer,15,1,0.3,1234,DF,0.7,0.05105348460291734
ENG-Premier League,Burnley,Josh Brownhill,111,6,5.5,8825,MF,0.5,0.0050991501416430595
ENG-Premier League,Burnley,Josh Cullen,25,3,1.8,2057,MF,1.2,0.05250364608653378
ENG-Premier League,Burnley,Jóhann Berg Guðmundsson,142,19,13.7,8863,MF,5.300000000000001,0.05381924856143519
ENG-Premier League,Burnley,Kevin Long,44,3,1.8,3565,DF,1.2,0.0302945301542777
ENG-Premier League,Burnley,Lorenz Assignon,15,2,2.6,1234,DF,-0.6000000000000001,-0.043760129659643446
ENG-Premier League,Burnley,Luca Koleosho,15,1,1.3,974,"MF,FW",-0.30000000000000004,-0.027720739219712527
ENG-Premier League,Burnley,Lyle Foster,24,3,1.9,1899,"FW,MF",1.1,0.052132701421800945
ENG-Premier League,Burnley,Matthew Lowton,123,7,8.7,10407,DF,-1.6999999999999993,-0.014701643124819827
ENG-Premier League,Burnley,Matěj Vydra,82,7,4.0,3187,FW,3.0,0.08471917163476624
ENG-Premier League,Burnley,Maxwel Cornet,26,1,1.7,1766,"FW,MF",-0.7,-0.03567383918459796
ENG-Premier League,Burnley,Nathan Collins,19,0,1.5,1670,DF,-1.5,-0.08083832335329341
ENG-Premier League,Burnley,Nick Pope,141,0,1.1,12655,GK,-1.1,-0.00782299486369024
ENG-Premier League,Burnley,Phil Bardsley,57,1,2.8,4959,DF,-1.7999999999999998,-0.032667876588021776
ENG-Premier League,Burnley,Robbie Brady,67,6,4.8,3503,MF,1.2000000000000002,0.0308307165286897
ENG-Premier League,Burnley,Sam Vokes,50,1,2.6,1913,FW,-1.6,-0.07527443805541036
ENG-Premier League,Burnley,Sander Berge,37,2,2.4,3005,MF,-0.3999999999999999,-0.011980033277870212
ENG-Premier League,Burnley,Scott Arfield,18,1,0.4,1333,"MF,FW",0.6,0.04051012753188297
ENG-Premier League,Burnley,Stephen Ward,31,1,1.4,2688,DF,-0.3999999999999999,-0.013392857142857139
ENG-Premier League,Burnley,Steven Defour,30,1,1.2000000000000002,2445,MF,-0.20000000000000018,-0.007361963190184056
ENG-Premier League,Burnley,Tom Heaton,23,0,0.1,2015,GK,-0.1,-0.004466501240694789
ENG-Premier League,Burnley,Vitinho,32,2,1.3,2314,"DF,MF",0.7,0.027225583405358685
ENG-Premier League,Burnley,Wilson Odobert,29,2,3.3,2098,"MF,FW",-1.2999999999999998,-0.05576739752144899
ENG-Premier League,Burnley,Wout Weghorst,20,3,1.5,1450,FW,1.5,0.09310344827586207
ENG-Premier League,Burnley,Zeki Amdouni,34,1,1.4,1953,FW,-0.3999999999999999,-0.0184331797235023
ENG-Premier League,Cardiff City,Aron Gunnarsson,28,1,1.6,2266,MF,-0.6000000000000001,-0.023830538393645195
ENG-Premier League,Cardiff City,Bobby De Cordova-Reid,27,2,1.2,1424,"FW,MF",0.8,0.050561797752808994
ENG-Premier League,Cardiff City,Bruno Ecuele Manga,38,1,0.4,3376,DF,0.6,0.015995260663507108
ENG-Premier League,Cardiff City,Callum Paterson,27,1,2.8,1998,"FW,MF",-1.7999999999999998,-0.08108108108108107
ENG-Premier League,Cardiff City,Greg Cunningham,7,0,0.2,630,DF,-0.2,-0.02857142857142857
ENG-Premier League,Cardiff City,Harry Arter,25,1,0.5,1997,MF,0.5,0.022533800701051574
ENG-Premier League,Cardiff City,Joe Bennett,30,1,0.9,2639,DF,0.09999999999999998,0.003410382720727547
ENG-Premier League,Cardiff City,Joe Ralls,28,0,3.2,1959,MF,-3.2,-0.14701378254211334
ENG-Premier League,Cardiff City,Josh Murphy,29,2,3.9,1817,"MF,FW",-1.9,-0.09411117226197027
ENG-Premier League,Cardiff City,Junior Hoilett,32,1,1.5,2141,"MF,FW",-0.5,-0.02101821578701541
ENG-Premier League,Cardiff City,Kenneth Zohore,19,1,1.1,753,FW,-0.10000000000000009,-0.011952191235059773
ENG-Premier League,Cardiff City,Leandro Bacuna,11,0,0.1,561,MF,-0.1,-0.016042780748663103
ENG-Premier League,Cardiff City,Lee Peltier,20,0,0.1,1544,DF,-0.1,-0.005829015544041451
ENG-Premier League,Cardiff City,Nathaniel Mendez-Laing,20,1,1.5,985,"MF,FW",-0.5,-0.045685279187817264
ENG-Premier League,Cardiff City,Neil Etheridge,38,0,0.1,3420,GK,-0.1,-0.002631578947368421
ENG-Premier League,Cardiff City,Oumar Niasse,13,0,0.6,931,FW,-0.6,-0.05800214822771214
ENG-Premier League,Cardiff City,Sean Morrison,34,3,3.7,3039,DF,-0.7000000000000002,-0.020730503455083916
ENG-Premier League,Cardiff City,Sol Bamba,28,1,0.2,2474,DF,0.8,0.029102667744543252
ENG-Premier League,Cardiff City,Víctor Camarasa,32,4,3.8,2569,MF,0.20000000000000018,0.0070066173608408
ENG-Premier League,Chelsea,Andreas Christensen,92,0,1.5,7321,DF,-1.5,-0.018440103810954785
ENG-Premier League,Chelsea,Antonio Rüdiger,133,1,2.7,11664,DF,-1.7000000000000002,-0.013117283950617287
ENG-Premier League,Chelsea,Armando Broja,26,0,0.30000000000000004,753,FW,-0.30000000000000004,-0.035856573705179286
ENG-Premier League,Chelsea,Axel Disasi,37,0,0.4,2943,DF,-0.4,-0.012232415902140673
ENG-Premier League,Chelsea,Ben Chilwell,70,9,7.6000000000000005,4992,DF,1.3999999999999995,0.025240384615384602
ENG-Premier League,Chelsea,Benoît Badiashile,34,1,2.0,2577,DF,-1.0,-0.034924330616996506
ENG-Premier League,Chelsea,Billy Gilmour,11,0,0.30000000000000004,455,MF,-0.30000000000000004,-0.05934065934065935
ENG-Premier League,Chelsea,Callum Hudson-Odoi,72,11,8.3,3306,"FW,DF",2.6999999999999993,0.07350272232304898
ENG-Premier League,Chelsea,Carney Chukwuemeka,23,1,0.8999999999999999,581,"MF,FW",0.10000000000000009,0.015490533562822732
ENG-Premier League,Chelsea,Cesc Fàbregas,38,4,7.0,2486,MF,-3.0,-0.10860820595333869
ENG-Premier League,Chelsea,Christian Pulisic,98,9,8.4,5571,FW,0.5999999999999996,0.00969305331179321
ENG-Premier League,Chelsea,Christopher Nkunku,38,2,2.3000000000000003,1364,"FW,MF",-0.30000000000000027,-0.01979472140762465
ENG-Premier League,Chelsea,Cole Palmer,70,19,22.0,5798,"FW,MF",-3.0,-0.04656778199379097
ENG-Premier League,Chelsea,Conor Gallagher,72,8,7.3,4749,MF,0.7000000000000002,0.013265950726468734
ENG-Premier League,Chelsea,César Azpilicueta,189,21,18.599999999999998,15746,DF,2.400000000000002,0.013717769592277416
ENG-Premier League,Chelsea,Danny Drinkwater,12,0,0.3,527,MF,-0.3,-0.051233396584440226
ENG-Premier League,Chelsea,David Luiz,46,2,2.9,4078,"DF,MF",-0.8999999999999999,-0.019862677783227072
ENG-Premier League,Chelsea,Davide Zappacosta,26,1,1.4000000000000001,1226,"DF,MF",-0.40000000000000013,-0.02936378466557913
ENG-Premier League,Chelsea,Eden Hazard,71,19,16.4,5345,"FW,MF",2.6000000000000014,0.04377923292797009
ENG-Premier League,Chelsea,Emerson Palmieri,33,1,1.6,2062,DF,-0.6000000000000001,-0.02618816682832202
ENG-Premier League,Chelsea,Enzo Fernández,82,11,12.6,6703,MF,-1.5999999999999996,-0.021482918096374752
ENG-Premier League,Chelsea,Fikayo Tomori,16,0,0.1,1336,DF,-0.1,-0.006736526946107785
ENG-Premier League,Chelsea,Gary Cahill,29,0,0.1,2110,DF,-0.1,-0.004265402843601896
ENG-Premier League,Chelsea,Gonzalo Higuaín,14,0,1.3,1085,FW,-1.3,-0.10783410138248847
ENG-Premier League,Chelsea,Hakim Ziyech,64,9,8.7,3152,"MF,FW",0.3000000000000007,0.008565989847715757
ENG-Premier League,Chelsea,Jadon Sancho,31,4,3.7,1764,FW,0.2999999999999998,0.015306122448979583
ENG-Premier League,Chelsea,Jorginho,143,5,10.8,11097,MF,-5.800000000000001,-0.04703974047039741
ENG-Premier League,Chelsea,João Félix,28,1,1.5,1310,"FW,MF",-0.5,-0.03435114503816794
ENG-Premier League,Chelsea,Kai Havertz,91,7,7.3,5898,"MF,FW",-0.2999999999999998,-0.0045778229908443515
ENG-Premier League,Chelsea,Kalidou Koulibaly,23,1,0.4,1800,DF,0.6,0.03
ENG-Premier League,Chelsea,Kurt Zouma,52,0,0.30000000000000004,4373,DF,-0.30000000000000004,-0.00617425108621084
ENG-Premier League,Chelsea,Levi Colwill,58,2,2.3,4946,DF,-0.2999999999999998,-0.005458956732713301
ENG-Premier League,Chelsea,Lewis Hall,9,0,2.2,654,DF,-2.2,-0.30275229357798167
ENG-Premier League,Chelsea,Malang Sarr,8,0,0.4,546,DF,-0.4,-0.06593406593406594
ENG-Premier League,Chelsea,Malo Gusto,59,7,5.699999999999999,3613,DF,1.3000000000000007,0.03238306116800445
ENG-Premier League,Chelsea,Marc Cucurella,81,5,3.8000000000000003,6441,DF,1.1999999999999997,0.0167675826734979
ENG-Premier League,Chelsea,Marcos Alonso,123,12,14.6,10171,"DF,MF",-2.5999999999999996,-0.02300658735620883
ENG-Premier League,Chelsea,Mason Mount,129,22,23.3,9768,"MF,FW",-1.3000000000000007,-0.011977886977886983
ENG-Premier League,Chelsea,Mateo Kovačić,142,13,10.5,8888,MF,2.5,0.025315031503150315
ENG-Premier League,Chelsea,Michy Batshuayi,28,2,0.30000000000000004,599,FW,1.7,0.25542570951585974
ENG-Premier League,Chelsea,Moisés Caicedo,73,5,5.6,6217,MF,-0.5999999999999996,-0.008685861347916997
ENG-Premier League,Chelsea,Mykhailo Mudryk,53,4,6.0,2384,"FW,MF",-2.0,-0.07550335570469799
ENG-Premier League,Chelsea,N'Golo Kanté,155,12,13.2,12255,MF,-1.1999999999999993,-0.00881272949816401
ENG-Premier League,Chelsea,Nicolas Jackson,65,10,8.6,5019,FW,1.4000000000000004,0.025104602510460258
ENG-Premier League,Chelsea,Noni Madueke,67,5,7.300000000000001,3729,FW,-2.3000000000000007,-0.05551086082059535
ENG-Premier League,Chelsea,Olivier Giroud,75,5,6.2,3201,FW,-1.2000000000000002,-0.033739456419868794
ENG-Premier League,Chelsea,Pedro,73,5,5.7,3962,"MF,FW",-0.7000000000000002,-0.015901060070671384
ENG-Premier League,Chelsea,Pedro Neto,35,6,6.7,2269,FW,-0.7000000000000002,-0.027765535478184226
ENG-Premier League,Chelsea,Pierre-Emerick Aubameyang,15,0,0.4,554,FW,-0.4,-0.06498194945848376
ENG-Premier League,Chelsea,Raheem Sterling,59,7,9.1,3869,"FW,MF",-2.0999999999999996,-0.048849831997932275
ENG-Premier League,Chelsea,Reece James,127,17,17.5,8478,DF,-0.5,-0.005307855626326964
ENG-Premier League,Chelsea,Robert Sánchez,48,0,0.1,4313,GK,-0.1,-0.0020867145838163693
ENG-Premier League,Chelsea,Romelu Lukaku,26,0,3.0,1589,FW,-3.0,-0.1699181875393329
ENG-Premier League,Chelsea,Roméo Lavia,17,1,0.7,830,MF,0.30000000000000004,0.032530120481927716
ENG-Premier League,Chelsea,Ross Barkley,58,9,5.1,2698,MF,3.9000000000000004,0.1300963676797628
ENG-Premier League,Chelsea,Ruben Loftus-Cheek,81,6,5.1,4196,"MF,FW",0.9000000000000004,0.019304099142040045
ENG-Premier League,Chelsea,Saúl Ñíguez,10,0,0.5,480,"DF,MF",-0.5,-0.09375
ENG-Premier League,Chelsea,Tammy Abraham,56,4,3.4000000000000004,3255,FW,0.5999999999999996,0.016589861751152065
ENG-Premier League,Chelsea,Thiago Silva,113,3,2.0,9464,DF,1.0,0.009509721048182587
ENG-Premier League,Chelsea,Tiemoué Bakayoko,29,2,1.2,2126,MF,0.8,0.03386641580432737
ENG-Premier League,Chelsea,Timo Werner,56,9,5.8999999999999995,3885,"FW,MF",3.1000000000000005,0.07181467181467183
ENG-Premier League,Chelsea,Tosin Adarabioyo,22,1,0.2,1409,DF,0.8,0.0511000709723208
ENG-Premier League,Chelsea,Trevoh Chalobah,71,2,1.9,4919,DF,0.10000000000000009,0.0018296401707664175
ENG-Premier League,Chelsea,Victor Moses,30,3,2.5,2138,"DF,MF",0.5,0.021047708138447148
ENG-Premier League,Chelsea,Wesley Fofana,29,0,0.5,2355,DF,-0.5,-0.01910828025477707
ENG-Premier League,Chelsea,Willian,104,20,18.4,6587,"MF,FW",1.6000000000000014,0.021861241839987874
ENG-Premier League,Chelsea,Álvaro Morata,47,6,3.3000000000000003,3002,FW,2.6999999999999997,0.08094603597601598
ENG-Premier League,Crystal Palace,Aaron Wan-Bissaka,42,3,2.3000000000000003,3761,DF,0.6999999999999997,0.016750864131879813
ENG-Premier League,Crystal Palace,Adam Wharton,36,5,5.4,2615,MF,-0.40000000000000036,-0.01376673040152965
ENG-Premier League,Crystal Palace,Alexander Sørloth,16,0,1.4,545,FW,-1.4,-0.2311926605504587
ENG-Premier League,Crystal Palace,Andros Townsend,132,17,16.7,9681,"FW,MF",0.3000000000000007,0.002788968081809737
ENG-Premier League,Crystal Palace,Bakary Sako,20,0,1.1,507,"FW,MF",-1.1,-0.1952662721893491
ENG-Premier League,Crystal Palace,Cheick Doucouré,58,3,2.5999999999999996,4140,MF,0.40000000000000036,0.008695652173913052
ENG-Premier League,Crystal Palace,Cheikhou Kouyaté,129,4,3.8,9522,MF,0.20000000000000018,0.0018903591682419675
ENG-Premier League,Crystal Palace,Chris Richards,59,1,0.8,4463,DF,0.19999999999999996,0.004033161550526551
ENG-Premier League,Crystal Palace,Christian Benteke,126,9,8.5,7276,FW,0.5,0.006184716877405168
ENG-Premier League,Crystal Palace,Conor Gallagher,34,3,3.1,2845,MF,-0.10000000000000009,-0.0031634446397188075
ENG-Premier League,Crystal Palace,Daichi Kamada,34,0,1.9,1564,MF,-1.9,-0.10933503836317135
ENG-Premier League,Crystal Palace,Daniel Muñoz,53,9,7.9,4667,"DF,MF",1.0999999999999996,0.02121277051639168
ENG-Premier League,Crystal Palace,Dean Henderson,56,0,0.2,5040,GK,-0.2,-0.0035714285714285713
ENG-Premier League,Crystal Palace,Eberechi Eze,146,23,20.5,10443,MF,2.5,0.021545532892846882
ENG-Premier League,Crystal Palace,Eddie Nketiah,29,1,1.7,1034,"FW,MF",-0.7,-0.0609284332688588
ENG-Premier League,Crystal Palace,Gary Cahill,45,2,0.8,3967,DF,1.2,0.027224602974539956
ENG-Premier League,Crystal Palace,Ismaila Sarr,38,6,8.5,2711,MF,-2.5,-0.08299520472150498
ENG-Premier League,Crystal Palace,James McArthur,151,15,10.5,11538,MF,4.5,0.035101404056162244
ENG-Premier League,Crystal Palace,James McCarthy,49,0,1.6,2501,MF,-1.6,-0.057576969212315074
ENG-Premier League,Crystal Palace,James Tomkins,101,2,1.6,7977,DF,0.3999999999999999,0.004512974802557352
ENG-Premier League,Crystal Palace,Jason Puncheon,15,0,0.5,584,MF,-0.5,-0.07705479452054795
ENG-Premier League,Crystal Palace,Jaïro Riedewald,80,0,1.1,3448,"MF,DF",-1.1,-0.0287122969837587
ENG-Premier League,Crystal Palace,Jean-Philippe Mateta,130,8,8.2,7066,FW,-0.1999999999999993,-0.0025474101330314088
ENG-Premier League,Crystal Palace,Jefferson Lerma,61,2,3.8000000000000003,4674,"MF,DF",-1.8000000000000003,-0.03465982028241336
ENG-Premier League,Crystal Palace,Jeffrey Schlupp,205,10,10.5,11716,"DF,MF",-0.5,-0.003840901331512462
ENG-Premier League,Crystal Palace,Joachim Andersen,105,6,5.8,9203,DF,0.20000000000000018,0.0019558839508855824
ENG-Premier League,Crystal Palace,Joel Ward,165,3,3.0,13597,DF,0.0,0.0
ENG-Premier League,Crystal Palace,Jordan Ayew,195,20,14.600000000000001,13722,FW,5.399999999999999,0.035417577612592906
ENG-Premier League,Crystal Palace,Justin Devenny,23,1,0.6,507,MF,0.4,0.07100591715976332
ENG-Premier League,Crystal Palace,Luka Milivojević,169,5,8.7,12658,MF,-3.6999999999999993,-0.026307473534523614
ENG-Premier League,Crystal Palace,Mamadou Sakho,64,2,1.4000000000000001,5223,DF,0.5999999999999999,0.010338885697874783
ENG-Premier League,Crystal Palace,Marc Guéhi,132,4,4.2,11631,DF,-0.20000000000000018,-0.0015475883415011621
ENG-Premier League,Crystal Palace,Martin Kelly,48,1,0.9,3857,DF,0.09999999999999998,0.002333419756287269
ENG-Premier League,Crystal Palace,Max Meyer,46,2,1.4,2071,MF,0.6000000000000001,0.026074360212457754
ENG-Premier League,Crystal Palace,Maxence Lacroix,35,1,1.0,3116,DF,0.0,0.0
ENG-Premier League,Crystal Palace,Michael Olise,82,22,18.4,5165,"FW,MF",3.6000000000000014,0.06272991287512103
ENG-Premier League,Crystal Palace,Michy Batshuayi,29,1,1.7000000000000002,1478,FW,-0.7000000000000002,-0.04262516914749663
ENG-Premier League,Crystal Palace,Nathaniel Clyne,83,2,1.8,5957,DF,0.19999999999999996,0.0030216551955682385
ENG-Premier League,Crystal Palace,Odsonne Édouard,95,5,4.3,5037,FW,0.7000000000000002,0.012507444907683149
ENG-Premier League,Crystal Palace,Patrick van Aanholt,115,6,10.9,9663,DF,-4.9,-0.045638000620925184
ENG-Premier League,Crystal Palace,Ruben Loftus-Cheek,24,3,3.2,1874,MF,-0.20000000000000018,-0.009605122732123808
ENG-Premier League,Crystal Palace,Scott Dann,58,2,1.2999999999999998,4714,DF,0.7000000000000002,0.013364446330080614
ENG-Premier League,Crystal Palace,Timothy Fosu-Mensah,21,0,0.3,1596,DF,-0.3,-0.016917293233082706
ENG-Premier League,Crystal Palace,Trevoh Chalobah,12,0,0.4,1060,DF,-0.4,-0.0339622641509434
ENG-Premier League,Crystal Palace,Tyrick Mitchell,169,13,12.5,14193,DF,0.5,0.0031705770450221942
ENG-Premier League,Crystal Palace,Wayne Hennessey,48,0,0.5,4276,GK,-0.5,-0.010523854069223574
ENG-Premier League,Crystal Palace,Wilfried Zaha,191,16,24.4,16525,"FW,MF",-8.399999999999999,-0.045748865355521924
ENG-Premier League,Crystal Palace,Will Hughes,106,6,5.7,5894,MF,0.2999999999999998,0.004580929759077025
ENG-Premier League,Crystal Palace,Yohan Cabaye,31,1,4.1,2376,MF,-3.0999999999999996,-0.11742424242424242
ENG-Premier League,Everton,Aaron Lennon,15,0,0.2,793,"FW,MF",-0.2,-0.02269861286254729
ENG-Premier League,Everton,Abdoulaye Doucouré,149,12,11.5,11706,MF,0.5,0.0038441824705279346
ENG-Premier League,Everton,Ademola Lookman,28,2,1.9,777,"FW,MF",0.10000000000000009,0.011583011583011595
ENG-Premier League,Everton,Alex Iwobi,123,11,12.7,8691,"MF,FW",-1.6999999999999993,-0.01760441836382464
ENG-Premier League,Everton,Allan,52,2,1.6,4234,MF,0.3999999999999999,0.00850259801606046
ENG-Premier League,Everton,Amadou Onana,63,2,5.300000000000001,4579,MF,-3.3000000000000007,-0.064861323433064
ENG-Premier League,Everton,Andros Townsend,21,2,3.1,1455,"MF,FW",-1.1,-0.06804123711340207
ENG-Premier League,Everton,André Gomes,100,4,3.3000000000000003,6135,MF,0.6999999999999997,0.01026894865525672
ENG-Premier League,Everton,Anthony Gordon,65,3,4.8,3908,"MF,FW",-1.7999999999999998,-0.041453428863868984
ENG-Premier League,Everton,Arnaut Danjuma,14,0,1.1,595,"MF,FW",-1.1,-0.16638655462184876
ENG-Premier League,Everton,Ashley Williams,24,0,0.3,1834,DF,-0.3,-0.014721919302071973
ENG-Premier League,Everton,Ashley Young,63,3,3.8,4155,"DF,MF",-0.7999999999999998,-0.017328519855595664
ENG-Premier League,Everton,Ben Godfrey,82,3,2.1,6636,DF,0.8999999999999999,0.012206148282097647
ENG-Premier League,Everton,Bernard,73,5,5.3,3851,"FW,MF",-0.2999999999999998,-0.007011165930927028
ENG-Premier League,Everton,Beto,60,0,2.1,2485,FW,-2.1,-0.07605633802816902
ENG-Premier League,Everton,Carlos Alcaraz,15,3,1.6,764,"FW,MF",1.4,0.16492146596858637
ENG-Premier League,Everton,Cenk Tosun,50,3,2.6,2391,FW,0.3999999999999999,0.015056461731493095
ENG-Premier League,Everton,Conor Coady,24,1,0.3,2096,DF,0.7,0.030057251908396948
ENG-Premier League,Everton,Cuco Martina,21,2,1.4,1830,DF,0.6000000000000001,0.02950819672131148
ENG-Premier League,Everton,Demarai Gray,67,5,7.4,4845,"MF,FW",-2.4000000000000004,-0.04458204334365326
ENG-Premier League,Everton,Djibril Sidibé,25,4,2.3,1824,"DF,MF",1.7000000000000002,0.08388157894736843
ENG-Premier League,Everton,Dominic Calvert-Lewin,228,15,13.6,15391,FW,1.4000000000000004,0.008186602559937629
