league,team,player,matches,assists,xAG,minutes,position,assists_minus_xag,assists_minus_xag_90
ENG-Premier League,Wolves,Rayan Aït-Nouri,135,11,11.1,9746,DF,-0.09999999999999964,-0.0009234557767289112
ENG-Premier League,Wolves,Raúl Jiménez,135,18,18.4,10647,FW,-0.3999999999999986,-0.003381234150464908
ENG-Premier League,Wolves,Rodrigo Gomes,25,0,0.9,810,"DF,FW",-0.9,-0.1
ENG-Premier League,Wolves,Romain Saïss,110,1,2.4000000000000004,8966,"MF,DF",-1.4000000000000004,-0.01405308944902967
ENG-Premier League,Wolves,Ryan Bennett,45,0,1.1,3666,DF,-1.1,-0.02700490998363339
ENG-Premier League,Wolves,Rúben Neves,177,9,10.7,14418,MF,-1.6999999999999993,-0.010611735330836449
ENG-Premier League,Wolves,Rúben Vinagre,35,0,1.5,1535,"DF,MF",-1.5,-0.08794788273615635
ENG-Premier League,Wolves,Santiago Bueno,41,0,0.1,2509,DF,-0.1,-0.0035870864886408927
ENG-Premier League,Wolves,Tommy Doyle,50,1,0.9,1710,MF,0.09999999999999998,0.005263157894736841
ENG-Premier League,Wolves,Toti Gomes,87,4,2.4,6730,DF,1.6,0.021396731054977712
ENG-Premier League,Wolves,Vitinha,19,1,0.6,520,MF,0.4,0.06923076923076923
ENG-Premier League,Wolves,Willian José,17,0,1.2,1110,FW,-1.2,-0.0972972972972973
ENG-Premier League,Wolves,Willy Boly,89,2,3.6,7925,DF,-1.6,-0.018170347003154577
ESP-La Liga,Alavés,Abde Rebbach,31,0,2.1,1107,"FW,MF",-2.1,-0.17073170731707318
ESP-La Liga,Alavés,Abdel Abqar,56,1,0.5,4775,DF,0.5,0.009424083769633508
ESP-La Liga,Alavés,Adrián Marín,23,0,0.2,1235,"DF,MF",-0.2,-0.014574898785425101
ESP-La Liga,Alavés,Aleix Vidal,29,4,4.7,2165,MF,-0.7000000000000002,-0.029099307159353355
ESP-La Liga,Alavés,Aleksandar Sedlar,20,0,0.1,1540,DF,-0.1,-0.005844155844155844
ESP-La Liga,Alavés,Alex Sola,29,3,2.3,1262,"FW,MF",0.7000000000000002,0.049920760697305874
ESP-La Liga,Alavés,Alexis,28,0,0.3,2184,DF,-0.3,-0.012362637362637362
ESP-La Liga,Alavés,Alfonso Pedraza,33,5,3.9,2440,"MF,DF",1.1,0.04057377049180328
ESP-La Liga,Alavés,Ander Guevara,70,1,1.5,4879,MF,-0.5,-0.009223201475712236
ESP-La Liga,Alavés,Andoni Gorosabel,36,0,1.3,2854,DF,-1.3,-0.04099509460406447
ESP-La Liga,Alavés,Antonio Blanco,68,2,2.8,5153,MF,-0.7999999999999998,-0.013972443236949347
ESP-La Liga,Alavés,Antonio Sivera,78,0,0.30000000000000004,6820,GK,-0.30000000000000004,-0.003958944281524927
ESP-La Liga,Alavés,Borja Bastón,27,1,1.3,1439,FW,-0.30000000000000004,-0.018763029881862407
ESP-La Liga,Alavés,Borja Sainz,40,0,1.1,1026,"MF,FW",-1.1,-0.09649122807017543
ESP-La Liga,Alavés,Burgui,42,0,2.1,1632,"MF,FW",-2.1,-0.11580882352941177
ESP-La Liga,Alavés,Carles Aleñá,14,2,1.3,1090,"MF,FW",0.7,0.057798165137614675
ESP-La Liga,Alavés,Carlos Benavídez,47,2,1.1,1623,MF,0.8999999999999999,0.0499075785582255
ESP-La Liga,Alavés,Carlos Martín,26,2,2.7,1333,"FW,MF",-0.7000000000000002,-0.04726181545386348
ESP-La Liga,Alavés,Carlos Vicente,55,9,9.100000000000001,4206,FW,-0.10000000000000142,-0.002139800285306735
ESP-La Liga,Alavés,Carlos Vigaray,20,0,0.30000000000000004,1542,DF,-0.30000000000000004,-0.017509727626459148
ESP-La Liga,Alavés,Daniel Torres,20,0,0.3,1288,MF,-0.3,-0.020962732919254656
ESP-La Liga,Alavés,Darko Brašanac,24,1,0.4,1580,MF,0.6,0.03417721518987342
ESP-La Liga,Alavés,Deyverson,27,3,2.4,874,FW,0.6000000000000001,0.061784897025171634
ESP-La Liga,Alavés,Facundo Garcés,10,0,0.8,678,DF,-0.8,-0.10619469026548672
ESP-La Liga,Alavés,Facundo Pellistri,33,0,0.6,1214,"MF,FW",-0.6,-0.044481054365733116
ESP-La Liga,Alavés,Fernando Pacheco,172,0,0.5,15268,GK,-0.5,-0.002947340843594446
ESP-La Liga,Alavés,Florian Lejeune,64,1,1.1,5714,DF,-0.10000000000000009,-0.0015750787539376982
ESP-La Liga,Alavés,Giuliano Simeone,14,2,2.0,630,FW,0.0,0.0
ESP-La Liga,Alavés,Gonzalo Escalante,17,0,0.2,1300,MF,-0.2,-0.013846153846153847
ESP-La Liga,Alavés,Guillermo Maripán,43,2,1.0,3626,DF,1.0,0.024820739106453393
ESP-La Liga,Alavés,Ianis Hagi,22,2,2.0,804,"MF,FW",0.0,0.0
ESP-La Liga,Alavés,Ibai Gómez,52,8,7.800000000000001,3768,"MF,FW",0.1999999999999993,0.004777070063694251
ESP-La Liga,Alavés,Jason,14,1,1.7,678,"MF,FW",-0.7,-0.09292035398230089
ESP-La Liga,Alavés,Javi López,51,3,3.5,3186,DF,-0.5,-0.014124293785310736
ESP-La Liga,Alavés,Joan Jordán,25,2,2.3,1414,MF,-0.2999999999999998,-0.019094766619519084
ESP-La Liga,Alavés,John Guidetti,64,4,3.0,2436,FW,1.0,0.03694581280788177
ESP-La Liga,Alavés,Jon Guridi,69,5,4.7,4758,MF,0.2999999999999998,0.005674653215636818
ESP-La Liga,Alavés,Jonathan Calleri,34,2,3.6,2869,FW,-1.6,-0.050191704426629485
ESP-La Liga,Alavés,Jony,36,11,9.6,2971,"MF,FW",1.4000000000000004,0.04240996297542916
ESP-La Liga,Alavés,Joselu,110,9,10.3,8930,FW,-1.3000000000000007,-0.01310190369540874
ESP-La Liga,Alavés,Jota,23,2,2.8,1398,MF,-0.7999999999999998,-0.05150214592274677
ESP-La Liga,Alavés,Kiké,68,2,2.9,3965,"FW,MF",-0.8999999999999999,-0.020428751576292557
ESP-La Liga,Alavés,Lisandro Magallán,17,1,0.3,1197,DF,0.7,0.052631578947368425
ESP-La Liga,Alavés,Lucas Pérez,62,9,11.399999999999999,4255,FW,-2.3999999999999986,-0.050763807285546386
ESP-La Liga,Alavés,Luis Rioja,138,9,14.0,9356,MF,-5.0,-0.04809747755451048
ESP-La Liga,Alavés,Mamadou Loum,32,0,0.6,2312,MF,-0.6,-0.023356401384083042
ESP-La Liga,Alavés,Manu García,143,2,3.7,8937,MF,-1.7000000000000002,-0.017119838872104734
ESP-La Liga,Alavés,Manu Sánchez,33,0,1.2,2634,DF,-1.2,-0.04100227790432801
ESP-La Liga,Alavés,Martin Agirregabiria,129,7,4.1,9133,DF,2.9000000000000004,0.028577685316982376
ESP-La Liga,Alavés,Matt Miazga,11,0,0.2,833,DF,-0.2,-0.021608643457382955
ESP-La Liga,Alavés,Miguel,25,1,0.3,894,"FW,MF",0.7,0.07046979865771812
ESP-La Liga,Alavés,Moussa Diarra,26,0,0.1,1866,DF,-0.1,-0.00482315112540193
ESP-La Liga,Alavés,Munir El Haddadi,33,6,3.9,2444,FW,2.1,0.07733224222585926
ESP-La Liga,Alavés,Nahuel Tenaglia,73,1,2.2,5136,DF,-1.2000000000000002,-0.021028037383177572
ESP-La Liga,Alavés,Oliver Burke,31,2,1.6,1429,"MF,FW",0.3999999999999999,0.0251924422673198
ESP-La Liga,Alavés,Pere Pons,79,1,2.8000000000000003,3640,MF,-1.8000000000000003,-0.044505494505494514
ESP-La Liga,Alavés,Rafa Marín,33,0,0.3,2443,DF,-0.3,-0.011051985264019647
ESP-La Liga,Alavés,Rodrigo Battaglia,32,0,0.2,2492,MF,-0.2,-0.0072231139646869984
ESP-La Liga,Alavés,Rodrigo Ely,69,0,1.0,5710,DF,-1.0,-0.01576182136602452
ESP-La Liga,Alavés,Rubén Duarte,181,9,11.5,14617,DF,-2.5,-0.015393035506601902
ESP-La Liga,Alavés,Rubén Sobrino,48,3,2.4,2431,"FW,MF",0.6000000000000001,0.02221308103661045
ESP-La Liga,Alavés,Samu Omorodion,34,1,1.3,1918,FW,-0.30000000000000004,-0.014077163712200212
ESP-La Liga,Alavés,Santiago Mouriño,25,1,0.9,1849,DF,0.09999999999999998,0.004867495943753379
ESP-La Liga,Alavés,Stoichkov,16,1,1.2,699,"MF,FW",-0.19999999999999996,-0.025751072961373384
ESP-La Liga,Alavés,Tachi,23,0,0.30000000000000004,1327,DF,-0.30000000000000004,-0.020346646571213267
ESP-La Liga,Alavés,Takashi Inui,12,0,0.6,828,"MF,FW",-0.6,-0.06521739130434782
ESP-La Liga,Alavés,Tomás Conechny,22,0,0.3,847,"FW,MF",-0.3,-0.03187721369539551
ESP-La Liga,Alavés,Tomás Pina Isla,140,1,4.6,10090,MF,-3.5999999999999996,-0.032111000991080274
ESP-La Liga,Alavés,Toni Martínez,28,0,0.6,1012,FW,-0.6,-0.0533596837944664
ESP-La Liga,Alavés,Toni Moya,28,1,1.8,1386,MF,-0.8,-0.05194805194805195
ESP-La Liga,Alavés,Víctor Camarasa,17,1,2.2,1293,MF,-1.2000000000000002,-0.08352668213457078
ESP-La Liga,Alavés,Víctor Laguardia,150,7,3.6,13097,DF,3.4,0.023364129189890812
ESP-La Liga,Alavés,Wakaso,66,2,1.4,4050,MF,0.6000000000000001,0.013333333333333336
ESP-La Liga,Alavés,Ximo Navarro,103,3,2.7,8158,DF,0.2999999999999998,0.0033096347143907797
ESP-La Liga,Alavés,Álvaro Medrán,17,0,1.0,947,MF,-1.0,-0.09503695881731784
ESP-La Liga,Alavés,Édgar Méndez,81,2,4.7,4568,"MF,FW",-2.7,-0.05319614711033275
ESP-La Liga,Almería,Adri Embarba,65,5,7.800000000000001,3948,"FW,MF",-2.8000000000000007,-0.06382978723404256
ESP-La Liga,Almería,Alejandro Pozo Pozo,51,3,4.2,2856,DF,-1.2000000000000002,-0.03781512605042017
ESP-La Liga,Almería,Anthony Lozano,13,0,0.7,772,FW,-0.7,-0.0816062176165803
ESP-La Liga,Almería,Arnau Puigmal,33,0,0.8,1018,"MF,FW",-0.8,-0.0707269155206287
ESP-La Liga,Almería,Bruno Langa,11,0,0.4,820,DF,-0.4,-0.04390243902439025
ESP-La Liga,Almería,Chumi,52,1,1.5,3923,DF,-0.5,-0.011470813153199083
ESP-La Liga,Almería,César Montes,21,0,0.2,1788,DF,-0.2,-0.010067114093959733
ESP-La Liga,Almería,César de la Hoz,25,0,0.9,1673,MF,-0.9,-0.0484160191273162
ESP-La Liga,Almería,Dion Lopy,30,0,1.2,1916,MF,-1.2,-0.05636743215031315
ESP-La Liga,Almería,Dyego Sousa,20,1,1.0,527,FW,0.0,0.0
ESP-La Liga,Almería,El Bilal Touré,21,2,1.3,1264,FW,0.7,0.04984177215189873
ESP-La Liga,Almería,Francisco Portillo,27,1,1.0,722,"MF,FW",0.0,0.0
ESP-La Liga,Almería,Gonzalo Melero,55,4,3.0,2958,MF,1.0,0.030425963488843813
ESP-La Liga,Almería,Houboulang Mendes,21,1,0.3,1282,DF,0.7,0.049141965678627136
ESP-La Liga,Almería,Iddrisu Baba,25,0,0.6,1430,MF,-0.6,-0.03776223776223776
ESP-La Liga,Almería,Jonathan Viera,12,3,2.7,912,MF,0.2999999999999998,0.02960526315789472
ESP-La Liga,Almería,Largie Ramazani,62,6,7.4,2958,"FW,MF",-1.4000000000000004,-0.042596348884381345
ESP-La Liga,Almería,Lucas Robertone,70,12,9.1,5224,MF,2.9000000000000004,0.04996171516079633
ESP-La Liga,Almería,Luis Javier Suárez,36,4,2.7,2407,FW,1.2999999999999998,0.04860822600747818
ESP-La Liga,Almería,Lázaro,33,0,1.3,1001,"FW,MF",-1.3,-0.11688311688311688
ESP-La Liga,Almería,Léo Baptistão,60,1,3.0,3563,"FW,MF",-2.0,-0.050519225371877634
ESP-La Liga,Almería,Marc Pubill,23,3,1.5,1883,DF,1.5,0.07169410515135421
ESP-La Liga,Almería,Rodrigo Ely,36,1,0.8,3155,DF,0.19999999999999996,0.0057052297939778115
ESP-La Liga,Almería,Samu Costa,32,2,1.0,1989,MF,1.0,0.045248868778280535
ESP-La Liga,Almería,Sergio Akieme,48,0,4.2,3972,DF,-4.2,-0.09516616314199396
ESP-La Liga,Almería,Sergio Arribas,34,4,3.7,2047,"MF,FW",0.2999999999999998,0.013190034196384946
ESP-La Liga,Almería,Srđan Babić,35,0,0.3,3088,DF,-0.3,-0.008743523316062176
ESP-La Liga,Almería,Álex Centelles,29,3,2.9000000000000004,2103,DF,0.09999999999999964,0.004279600570613394
ESP-La Liga,Almería,Édgar González,31,0,0.3,2522,"DF,MF",-0.3,-0.01070578905630452
ESP-La Liga,Almería,Íñigo Eguaras,25,1,0.6,967,MF,0.4,0.03722854188210962
ESP-La Liga,Athletic Club,Adama Boiro,18,0,0.5,1101,"DF,FW",-0.5,-0.04087193460490463
ESP-La Liga,Athletic Club,Aitor Paredes,73,0,0.7000000000000001,5375,DF,-0.7000000000000001,-0.01172093023255814
ESP-La Liga,Athletic Club,Ander Capa,96,5,5.0,6758,"DF,FW",0.0,0.0
ESP-La Liga,Athletic Club,Ander Herrera,48,4,2.1999999999999997,2000,MF,1.8000000000000003,0.081
ESP-La Liga,Athletic Club,Ander Iturraspe,33,0,2.0,2002,MF,-2.0,-0.0899100899100899
ESP-La Liga,Athletic Club,Andoni Gorosabel,20,2,1.8,1485,DF,0.19999999999999996,0.012121212121212118
ESP-La Liga,Athletic Club,Aritz Aduriz,67,1,2.2,3303,FW,-1.2000000000000002,-0.03269754768392371
ESP-La Liga,Athletic Club,Asier Villalibre,96,3,3.5999999999999996,3278,FW,-0.5999999999999996,-0.01647345942647955
ESP-La Liga,Athletic Club,Aymeric Laporte,19,1,0.9,1710,DF,0.09999999999999998,0.005263157894736841
ESP-La Liga,Athletic Club,Beñat Etxebarria,62,4,5.7,3545,MF,-1.7000000000000002,-0.04315937940761636
ESP-La Liga,Athletic Club,Beñat Prados,56,0,1.6,3164,"MF,DF",-1.6,-0.045512010113780026
ESP-La Liga,Athletic Club,Dani García,166,5,3.4,11832,MF,1.6,0.012170385395537525
ESP-La Liga,Athletic Club,Daniel Vivian,118,1,2.3,9848,DF,-1.2999999999999998,-0.011880584890333062
ESP-La Liga,Athletic Club,Eneko Bóveda,6,1,0.2,522,DF,0.8,0.13793103448275862
ESP-La Liga,Athletic Club,Enric Saborit,19,1,0.5,1428,DF,0.5,0.031512605042016806
ESP-La Liga,Athletic Club,Gorka Guruzeta,104,8,5.0,5528,"MF,FW",3.0,0.04884225759768452
ESP-La Liga,Athletic Club,Iago Herrerín,44,1,0.5,3935,GK,0.5,0.011435832274459974
ESP-La Liga,Athletic Club,Ibai Gómez,44,3,4.1,1699,FW,-1.0999999999999996,-0.05826957033549145
ESP-La Liga,Athletic Club,Iker Muniain,192,23,24.7,12556,"MF,FW",-1.6999999999999993,-0.012185409366040135
ESP-La Liga,Athletic Club,Imanol,9,0,0.2,525,DF,-0.2,-0.03428571428571429
ESP-La Liga,Athletic Club,Iñaki Williams,295,36,40.8,22311,"FW,MF",-4.799999999999997,-0.01936264622831786
ESP-La Liga,Athletic Club,Iñigo Córdoba,80,9,5.4,4317,FW,3.5999999999999996,0.07505211952744961
ESP-La Liga,Athletic Club,Iñigo Lekue,156,7,7.3,9610,"DF,FW",-0.2999999999999998,-0.002809573361082204
ESP-La Liga,Athletic Club,Iñigo Martínez,152,1,3.1999999999999997,13510,DF,-2.1999999999999997,-0.01465581051073279
ESP-La Liga,Athletic Club,Iñigo Ruiz de Galarreta,55,5,5.199999999999999,3568,MF,-0.1999999999999993,-0.005044843049327337
ESP-La Liga,Athletic Club,Jon Morcillo,47,3,2.9,1493,"MF,FW",0.10000000000000009,0.0060281312793034215
ESP-La Liga,Athletic Club,Kenan Kodro,26,0,0.1,569,"FW,MF",-0.1,-0.015817223198594025
ESP-La Liga,Athletic Club,Kepa Arrizabalaga,30,0,0.3,2700,GK,-0.3,-0.009999999999999998
ESP-La Liga,Athletic Club,Markel Susaeta,56,4,8.5,3643,"FW,MF",-4.5,-0.11117211089761186
ESP-La Liga,Athletic Club,Maroan Sannadi,16,1,0.6,754,FW,0.4,0.04774535809018568
ESP-La Liga,Athletic Club,Mikel Balenziaga,90,3,2.9,6466,DF,0.10000000000000009,0.0013918960717599765
ESP-La Liga,Athletic Club,Mikel Jauregizar,41,1,1.5,2395,MF,-0.5,-0.018789144050104387
ESP-La Liga,Athletic Club,Mikel Rico,21,0,1.1,1413,MF,-1.1,-0.07006369426751594
ESP-La Liga,Athletic Club,Mikel San José,68,1,2.9,4247,MF,-1.9,-0.04026371556392748
ESP-La Liga,Athletic Club,Mikel Vesga,182,7,6.9,10252,MF,0.09999999999999964,0.0008778774873195443
ESP-La Liga,Athletic Club,Nico Williams,132,20,17.1,8309,MF,2.8999999999999986,0.031411722228908395
ESP-La Liga,Athletic Club,Oier Zarraga,62,0,1.4000000000000001,2118,MF,-1.4000000000000001,-0.059490084985835696
ESP-La Liga,Athletic Club,Oihan Sancet,163,15,15.6,9325,"MF,FW",-0.5999999999999996,-0.005790884718498657
ESP-La Liga,Athletic Club,Peru Nolaskoain,11,0,0.1,475,DF,-0.1,-0.018947368421052633
ESP-La Liga,Athletic Club,Raúl García,226,11,13.200000000000001,12797,"MF,FW",-2.200000000000001,-0.015472376338204273
ESP-La Liga,Athletic Club,Unai Gómez,57,3,1.5,2159,MF,1.5,0.06252894858730894
ESP-La Liga,Athletic Club,Unai López,59,4,5.2,3539,MF,-1.2000000000000002,-0.030517095224639735
ESP-La Liga,Athletic Club,Unai Núñez,109,1,1.7,8953,DF,-0.7,-0.007036747458952306
ESP-La Liga,Athletic Club,Unai Vencedor Paris,73,0,1.1,4350,MF,-1.1,-0.022758620689655177
ESP-La Liga,Athletic Club,Yeray Álvarez,183,1,3.0,15171,DF,-2.0,-0.011864741941862765
ESP-La Liga,Athletic Club,Yuri Berchiche,191,12,13.2,15047,"DF,FW",-1.1999999999999993,-0.00717751046720276
ESP-La Liga,Athletic Club,Álex Berenguer,177,21,22.1,10674,"MF,FW",-1.1000000000000014,-0.00927487352445195
ESP-La Liga,Athletic Club,Álvaro djaló,17,0,0.9,659,FW,-0.9,-0.1229135053110774
ESP-La Liga,Athletic Club,Óscar de Marcos,202,24,19.6,14460,"DF,FW",4.399999999999999,0.027385892116182562
ESP-La Liga,Atlético Madrid,Alexander Sørloth,35,2,1.6,1566,FW,0.3999999999999999,0.02298850574712643
ESP-La Liga,Atlético Madrid,Antoine Griezmann,204,50,44.1,15384,"FW,MF",5.899999999999999,0.0345163806552262
ESP-La Liga,Atlético Madrid,Axel Witsel,82,1,1.4,5893,"DF,MF",-0.3999999999999999,-0.00610894281350755
ESP-La Liga,Atlético Madrid,Clément Lenglet,23,1,1.1,1972,DF,-0.10000000000000009,-0.004563894523326576
ESP-La Liga,Atlético Madrid,Conor Gallagher,32,3,1.2,1633,MF,1.8,0.09920391916717697
ESP-La Liga,Atlético Madrid,César Azpilicueta,39,2,2.5,2298,DF,-0.5,-0.0195822454308094
ESP-La Liga,Atlético Madrid,Diego Costa,61,9,6.6,3711,FW,2.4000000000000004,0.058205335489086504
ESP-La Liga,Atlético Madrid,Diego Godín,60,1,0.8999999999999999,5063,DF,0.10000000000000009,0.001777602212127199
ESP-La Liga,Atlético Madrid,Felipe,85,1,0.9,5857,DF,0.09999999999999998,0.0015366228444596206
ESP-La Liga,Atlético Madrid,Fernando Torres,27,0,0.4,982,FW,-0.4,-0.03665987780040733
ESP-La Liga,Atlético Madrid,Filipe Luís,47,4,3.1,3689,DF,0.8999999999999999,0.021957169964760097
ESP-La Liga,Atlético Madrid,Gabi,34,1,1.6,2349,MF,-0.6000000000000001,-0.02298850574712644
ESP-La Liga,Atlético Madrid,Geoffrey Kondogbia,73,4,2.2,3499,MF,1.7999999999999998,0.04629894255501572
ESP-La Liga,Atlético Madrid,Giuliano Simeone,34,6,5.2,1927,MF,0.7999999999999998,0.037363777893098075
ESP-La Liga,Atlético Madrid,Héctor Herrera,58,3,3.3,2664,MF,-0.2999999999999998,-0.010135135135135129
ESP-La Liga,Atlético Madrid,Javi Galán,30,3,4.0,1872,DF,-1.0,-0.04807692307692308
ESP-La Liga,Atlético Madrid,José María Giménez,187,4,2.9,14772,DF,1.1,0.006701868399675061
ESP-La Liga,Atlético Madrid,João Félix,96,13,12.6,5230,"FW,MF",0.40000000000000036,0.006883365200764825
ESP-La Liga,Atlético Madrid,Juanfran,39,3,5.3,2916,DF,-2.3,-0.07098765432098765
ESP-La Liga,Atlético Madrid,Julián Álvarez,37,4,5.3,2509,FW,-1.2999999999999998,-0.046632124352331605
ESP-La Liga,Atlético Madrid,Kieran Trippier,68,10,8.4,5430,DF,1.5999999999999996,0.02651933701657458
ESP-La Liga,Atlético Madrid,Koke,265,26,28.6,20533,MF,-2.6000000000000014,-0.01139628890079385
ESP-La Liga,Atlético Madrid,Kévin Gameiro,25,2,1.5,1125,FW,0.5,0.04
ESP-La Liga,Atlético Madrid,Lucas Hernández,41,1,1.1,3233,DF,-0.10000000000000009,-0.002783792143519953
ESP-La Liga,Atlético Madrid,Lucas Torreira,19,0,0.5,518,MF,-0.5,-0.08687258687258688
ESP-La Liga,Atlético Madrid,Luis Suárez,67,5,4.3,4343,FW,0.7000000000000002,0.014506101772967999
ESP-La Liga,Atlético Madrid,Marcos Llorente,187,26,24.0,13552,"MF,FW",2.0,0.013282172373081463
ESP-La Liga,Atlético Madrid,Mario Hermoso,131,5,3.7,10327,DF,1.2999999999999998,0.011329524547303182
ESP-La Liga,Atlético Madrid,Matheus Cunha,40,6,3.0,1440,FW,3.0,0.1875
ESP-La Liga,Atlético Madrid,Memphis,31,1,2.3,1163,FW,-1.2999999999999998,-0.10060189165950127
ESP-La Liga,Atlético Madrid,Nahuel Molina,93,8,8.3,6309,DF,-0.3000000000000007,-0.00427960057061342
ESP-La Liga,Atlético Madrid,Nikola Kalinić,17,0,0.2,642,FW,-0.2,-0.028037383177570093
ESP-La Liga,Atlético Madrid,Pablo Barrios,76,6,5.0,4609,MF,1.0,0.019527012367107834
ESP-La Liga,Atlético Madrid,Reinildo Mandava,74,1,1.3,4827,DF,-0.30000000000000004,-0.005593536357986328
ESP-La Liga,Atlético Madrid,Renan Lodi,84,6,5.1,4706,DF,0.9000000000000004,0.01721206969825755
ESP-La Liga,Atlético Madrid,Robin Le Normand,27,0,0.5,2151,DF,-0.5,-0.02092050209205021
ESP-La Liga,Atlético Madrid,Rodri,34,1,1.4,2735,MF,-0.3999999999999999,-0.013162705667276047
ESP-La Liga,Atlético Madrid,Rodrigo De Paul,134,18,20.7,8255,MF,-2.6999999999999993,-0.0294367050272562
ESP-La Liga,Atlético Madrid,Rodrigo Riquelme,51,6,3.9000000000000004,2057,"FW,MF",2.0999999999999996,0.09188138065143411
ESP-La Liga,Atlético Madrid,Samuel Lino,65,9,7.6,3632,"DF,MF",1.4000000000000004,0.03469162995594715
ESP-La Liga,Atlético Madrid,Santiago Arias,39,2,3.4000000000000004,2848,DF,-1.4000000000000004,-0.044241573033707876
ESP-La Liga,Atlético Madrid,Saúl Ñíguez,205,11,10.9,13860,MF,0.09999999999999964,0.0006493506493506471
ESP-La Liga,Atlético Madrid,Stefan Savić,173,2,1.2,14643,DF,0.8,0.004917025199754149
ESP-La Liga,Atlético Madrid,Thomas Lemar,139,14,11.2,7049,MF,2.8000000000000007,0.035749751737835164
ESP-La Liga,Atlético Madrid,Thomas Partey,103,4,3.0,7196,"MF,DF",1.0,0.012506948304613673
ESP-La Liga,Atlético Madrid,Vitolo,72,5,3.6,2896,"MF,FW",1.4,0.04350828729281768
ESP-La Liga,Atlético Madrid,Yannick Carrasco,134,26,20.9,8832,"MF,FW",5.100000000000001,0.05197010869565219
ESP-La Liga,Atlético Madrid,Álvaro Morata,117,8,9.3,6985,FW,-1.3000000000000007,-0.016750178954903373
ESP-La Liga,Atlético Madrid,Ángel Correa,278,29,30.5,14270,"MF,FW",-1.5,-0.0094604064470918
ESP-La Liga,Atlético Madrid,Šime Vrsaljko,56,7,3.5999999999999996,3491,DF,3.4000000000000004,0.08765396734460042
ESP-La Liga,Barcelona,Abde Ezzalzouli,12,0,1.0,648,FW,-1.0,-0.1388888888888889
ESP-La Liga,Barcelona,Aleix Vidal,15,1,1.2,460,"MF,FW",-0.19999999999999996,-0.039130434782608685
ESP-La Liga,Barcelona,Alejandro Balde,88,11,9.5,6321,"DF,FW",1.5,0.021357380161366873
ESP-La Liga,Barcelona,Andreas Christensen,58,3,1.6,3993,DF,1.4,0.03155522163786626
ESP-La Liga,Barcelona,André Gomes,16,0,0.1,635,MF,-0.1,-0.014173228346456694
ESP-La Liga,Barcelona,Andrés Iniesta,30,2,1.8,1824,MF,0.19999999999999996,0.009868421052631577
ESP-La Liga,Barcelona,Ansu Fati,86,4,6.1,3470,FW,-2.0999999999999996,-0.05446685878962535
ESP-La Liga,Barcelona,Antoine Griezmann,74,11,10.1,5416,FW,0.9000000000000004,0.014955686853766623
ESP-La Liga,Barcelona,Arthur Melo,48,4,2.8,2612,MF,1.2000000000000002,0.04134762633996938
ESP-La Liga,Barcelona,Arturo Vidal,66,9,7.699999999999999,3600,MF,1.3000000000000007,0.032500000000000015
ESP-La Liga,Barcelona,Carles Aleñá,23,0,0.7,857,MF,-0.7,-0.073512252042007
ESP-La Liga,Barcelona,Carles Pérez,11,2,0.3,494,FW,1.7,0.30971659919028344
ESP-La Liga,Barcelona,Clément Lenglet,105,2,1.6,7658,DF,0.3999999999999999,0.004700966309741446
ESP-La Liga,Barcelona,Dani Alves,14,3,2.3,1098,DF,0.7000000000000002,0.05737704918032788
ESP-La Liga,Barcelona,Dani Olmo,25,3,3.0,1212,"MF,FW",0.0,0.0
ESP-La Liga,Barcelona,Denis Suárez,20,2,2.8000000000000003,614,"MF,FW",-0.8000000000000003,-0.11726384364820851
ESP-La Liga,Barcelona,Eric García,81,3,1.1,5079,DF,1.9,0.03366804489072652
ESP-La Liga,Barcelona,Fermin López,59,5,5.0,2698,"MF,FW",0.0,0.0
ESP-La Liga,Barcelona,Ferrán Torres,107,14,13.0,5121,FW,1.0,0.01757469244288225
ESP-La Liga,Barcelona,Francisco Trincão,28,2,0.4,706,"FW,MF",1.6,0.2039660056657224
ESP-La Liga,Barcelona,Franck Kessié,28,1,0.7,990,MF,0.30000000000000004,0.02727272727272728
ESP-La Liga,Barcelona,Frenkie de Jong,177,15,20.1,13056,MF,-5.100000000000001,-0.035156250000000014
ESP-La Liga,Barcelona,Gavi,108,11,9.600000000000001,6876,"MF,FW",1.3999999999999986,0.018324607329842913
ESP-La Liga,Barcelona,Gerard Deulofeu,10,1,1.5,503,"MF,FW",-0.5,-0.08946322067594432
ESP-La Liga,Barcelona,Gerard Martín,28,3,1.1,1038,DF,1.9,0.16473988439306358
ESP-La Liga,Barcelona,Gerard Piqué,151,2,3.6,12831,DF,-1.6,-0.011222819733458032
ESP-La Liga,Barcelona,Héctor Fort,24,2,1.7000000000000002,903,DF,0.2999999999999998,0.029900332225913602
ESP-La Liga,Barcelona,Ilaix Moriba,14,2,0.9,542,MF,1.1,0.1826568265682657
ESP-La Liga,Barcelona,Ivan Rakitić,100,13,7.3,7067,MF,5.7,0.0725909155228527
ESP-La Liga,Barcelona,Iñigo Martínez,48,4,2.6,3786,DF,1.4,0.03328050713153724
ESP-La Liga,Barcelona,Javier Mascherano,7,0,0.2,541,DF,-0.2,-0.03327171903881701
ESP-La Liga,Barcelona,Jordi Alba,185,39,38.0,15010,DF,1.0,0.005996002664890074
ESP-La Liga,Barcelona,João Cancelo,32,4,6.1,2503,DF,-2.0999999999999996,-0.07550938873351977
